circuitId,driverId,raceId,position
1,1,1,8.925892316999384
1,1,18,0.5459770114942529
1,1,36,0.38989715668481556
1,1,338,2.6049606775559577
1,1,841,0.0499092558983666
1,1,860,0.3584392014519059
1,1,880,3.252571082879614
1,1,900,0.5
1,1,926,0.03387779794313372
1,1,948,3.316416040100254
1,1,969,1.4799498746867168
1,1,989,0.21778584392014513
1,1,1010,0.5943738656987297
1,1,1076,1.0105868118572294
1,2,1,2.960980036297634
1,2,18,1.5281306715063538
1,2,36,2.2032667876588032
1,2,55,2.7763157894736845
1,2,71,4.344367015098724
1,2,90,1.0598006644518272
1,2,108,21.831578947368424
1,2,141,2.0245009074410185
1,2,158,6.77922077922078
1,2,841,1.2412280701754388
1,3,1,4.001209921355112
1,3,18,1.6757410768300063
1,3,36,5.179197994987467
1,3,338,1.8306110102843314
1,3,841,1.3961038961038956
1,3,860,4.210828796128252
1,3,880,4.184615384615385
1,3,900,0.0
1,3,926,0.03387779794313371
1,3,948,0.9793233082706766
1,4,1,9.506654567453124
1,4,18,3.9470659407138555
1,4,36,0.6473079249848762
1,4,55,0.14536340852130333
1,4,71,8.622807017543868
1,4,90,0.10042347247428922
1,4,108,18.190260133091353
1,4,141,3.7493506493506437
1,4,338,17.22837265577736
1,4,841,4.184210526315792
1,4,860,1.4748941318814281
1,4,880,2.423774954627951
1,4,900,0.14160401002506273
1,4,948,5.929166666666662
1,4,969,0.19632653061224506
1,4,989,5.468844525105872
1,4,1076,14.216791979949873
1,5,18,3.1917725347852377
1,5,36,1.6058897243107737
1,5,338,1.1009740259740244
1,5,841,1.5438596491228058
1,5,860,1.8072546230440967
1,6,1,2.6176470588235285
1,6,18,8.569548872180452
1,7,1,3.859649122807014
1,7,18,18.618181818181824
1,8,1,21.600673400673397
1,8,18,7.914368650217705
1,8,36,0.3206291591046582
1,8,55,0.3270676691729323
1,8,71,11.017543859649123
1,8,90,0.0
1,8,108,14.295523290986077
1,8,124,6.14035087719298
1,8,141,7.549909255898362
1,8,860,5.9797338173018755
1,8,880,4.300362976406532
1,8,900,1.3139097744360906
1,8,926,4.246153846153849
1,8,948,0.42857142857142855
1,8,969,0.31203007518797027
1,8,989,0.21082879612825167
1,8,1010,3.429197994987469
1,9,1,6.443097643097644
1,9,18,5.992599444958371
1,9,36,0.28571428571428564
1,9,338,0.8263762855414394
1,9,1010,1.311784511784516
1,10,1,9.522383545069571
1,10,18,1.5980066445182755
1,10,338,2.1390243902439057
1,10,841,0.9608843537414932
1,10,860,2.3878446115288225
1,11,18,1.274193548387098
1,11,36,2.0889724310776954
1,11,55,1.870033670033669
1,11,71,0.9952861952861974
1,11,90,0.7525062656641591
1,11,124,1.9696969696969695
1,12,1,3.8188405797101455
1,12,18,3.619540229885059
1,13,1,21.437373737373736
1,13,18,8.480295566502466
1,13,36,14.73805202661831
1,13,71,3.2769423558897275
1,13,90,1.4186046511627919
1,13,338,2.295523290986085
1,13,841,3.9407138535995143
1,13,860,4.897101449275363
1,13,880,2.6243194192377493
1,13,926,0.4056261343012707
1,13,948,4.547619047619051
1,13,969,0.18859649122807007
1,14,18,0.2433333333333333
1,14,36,3.2765957446808516
1,14,55,4.2318295739348395
1,14,71,0.748746867167919
1,14,90,1.1453634085213036
1,14,108,22.451300665456735
1,14,124,5.12121212121212
1,14,141,1.4035087719298258
1,14,158,20.454545454545457
1,14,175,0.0
1,14,191,0.23502722323048994
1,14,207,0.39352692075015117
1,14,224,4.949275362318827
1,15,1,12.467029643073209
1,15,18,0.17543859649122817
1,15,36,1.1472431077694232
1,15,71,10.647243107769427
1,15,90,0.910401002506266
1,15,108,6.121294615849968
1,15,124,0.0
1,15,141,8.874110953058322
1,15,158,0.9747899159663873
1,15,175,8.276666666666666
1,15,191,2.0138461538461554
1,15,207,4.703703703703705
1,15,841,1.5373376623376673
1,16,1,6.460980036297655
1,16,18,0.7857142857142855
1,16,36,2.0454545454545427
1,16,338,4.75
1,16,841,2.545739348370927
1,16,880,6.990018148820327
1,16,900,1.1883116883116842
1,17,1,1.816416040100248
1,17,36,13.885338345864671
1,17,55,1.8614718614718613
1,17,71,0.9473684210526315
1,17,90,1.5517241379310338
1,17,108,12.266666666666666
1,17,124,1.81818181818182
1,17,338,3.4231699939503923
1,17,841,1.6845130066545675
1,17,860,3.327283726557775
1,17,880,9.104960677555963
1,18,1,0.0
1,18,36,3.0864661654135337
1,18,55,2.94025974025974
1,18,71,1.3970779220779215
1,18,90,1.1119177253478527
1,18,108,9.41439806412584
1,18,141,4.921191553544491
1,18,158,9.851207729468605
1,18,338,13.615245009074409
1,18,841,2.9534180278281905
1,18,860,0.033877797943133704
1,18,880,7.1618269812462225
1,18,900,5.454887218045116
1,18,926,0.476623376623376
1,18,948,4.28571428571428
1,19,36,3.84935064935065
1,20,1,0.4464285714285714
1,20,338,0.19333333333333327
1,20,841,0.2347247428917122
1,20,860,0.9573502722323046
1,20,880,3.026013309134908
1,20,900,0.3333333333333335
1,20,926,0.2298850574712643
1,20,948,1.3916040100250626
1,20,969,0.2675438596491227
1,20,989,0.839987900786449
1,20,1010,0.48638838475499097
1,20,1076,2.945887445887448
1,21,1,5.927707199032063
1,21,36,0.6754385964912283
1,21,55,13.37280701754385
1,21,71,0.05075187969924811
1,21,90,7.030701754385966
1,21,108,8.603318250377077
1,21,141,7.183838383838384
1,21,158,4.53629764065336
1,21,175,15.036340852130325
1,21,191,2.928017718715393
1,21,207,0.13186813186813187
1,21,224,0.6602822580645161
1,22,1,6.003932244404114
1,22,18,2.156382335148215
1,22,36,4.992481203007516
1,22,55,5.726190476190484
1,22,71,6.073934837092738
1,22,90,0.0
1,22,108,0.0
1,22,141,0.29068360556563827
1,22,158,2.8315184513006657
1,22,175,14.860902255639099
1,22,207,0.4251700680272099
1,22,224,0.4482758620689659
1,22,338,0.7117362371445843
1,22,841,3.7429078014184394
1,23,36,1.1472431077694232
1,23,55,4.255639097744365
1,23,71,3.2714285714285722
1,23,90,1.1687840290381142
1,23,108,12.10919540229885
1,23,141,1.583333333333333
1,23,158,11.708711433756813
1,23,175,0.6904761904761914
1,23,191,
1,23,207,
1,24,36,3.8239348370927293
1,24,55,1.6471471471471466
1,24,338,3.0456745311554734
1,25,36,2.5314716312056715
1,25,158,4.507259528130682
1,25,175,12.152116402116405
1,25,191,1.3953634085213071
1,26,36,0.3955026455026449
1,26,55,1.070175438596492
1,27,36,0.0
1,27,55,4.760714285714285
1,27,71,0.1166666666666667
1,30,55,2.129032258064516
1,30,71,6.680603948896629
1,30,90,0.0
1,30,108,3.392921960072594
1,30,124,0.8856624319419238
1,30,141,0.1645493042952208
1,30,158,0.6860254083484574
1,30,175,8.25422077922078
1,30,191,0.0
1,30,207,0.5807622504537208
1,30,224,1.1764112903225812
1,30,338,5.476406533575308
1,30,841,0.5614035087719287
1,30,860,0.0
1,31,55,3.5193236714975846
1,31,71,1.455513784461154
1,31,90,1.9346642468239585
1,31,108,3.409558378705384
1,31,124,0.4258923169993954
1,31,141,4.948076923076924
1,32,55,1.0
1,32,71,0.9949874686716784
1,32,90,5.0077922077922015
1,33,55,5.309041835357613
1,33,71,0.6552188552188563
1,34,55,3.20614954577219
1,35,55,3.9987468671679154
1,35,71,4.78831168831169
1,35,108,11.516031457955235
1,35,124,1.8746438746438732
1,35,141,0.3333333333333335
1,35,158,1.402298850574714
1,35,175,0.07692307692307691
1,35,191,1.6021303258145358
1,35,224,0.12099213551119177
1,37,124,1.756168359941943
1,37,158,0.7
1,37,175,8.188596491228076
1,37,338,0.9425287356321844
1,39,71,1.250505050505048
1,40,71,0.7394775036284488
1,41,158,4.837265577737447
1,41,175,4.336436170212767
1,42,108,3.318250377073906
1,43,90,1.1607142857142856
1,43,108,8.666666666666675
1,44,90,3.046428571428579
1,44,108,4.53978494623656
1,44,141,2.071687840290383
1,44,175,6.624505928853754
1,44,191,5.742481203007528
1,44,207,1.0719903206291592
1,44,224,3.357769423558897
1,45,90,2.253872053872052
1,46,90,0.5869324473975632
1,47,90,0.43589743589743635
1,48,158,15.169172932330799
1,48,175,8.073333333333327
1,49,108,8.502117362371436
1,49,124,0.7333333333333351
1,49,141,11.54869933454325
1,49,158,1.5546558704453446
1,49,175,0.7149122807017542
1,49,191,2.3552631578947327
1,49,207,0.8888888888888886
1,49,224,1.6810776942355896
1,50,108,7.229949874686716
1,50,141,10.323934837092736
1,50,158,22.000000000000004
1,50,207,0.5
1,50,224,3.6857142857142864
1,51,108,4.195833333333334
1,52,108,6.7
1,54,141,8.165413533834593
1,55,141,2.0751879699248112
1,55,158,7.1139601139601005
1,55,191,4.189024390243902
1,55,207,0.410873440285205
1,55,224,0.0
1,56,124,0.25563909774436083
1,56,141,13.969924812030055
1,56,158,0.7
1,56,175,0.718045112781955
1,56,191,2.146616541353379
1,56,224,0.9125831820931638
1,57,141,0.0
1,57,158,0.0
1,57,175,40.2
1,57,191,0.23502722323048994
1,57,207,0.16454930429522077
1,57,224,0.330611010284332
1,58,141,0.0
1,59,124,0.6666666666666682
1,59,141,0.5
1,60,158,7.9487179487179285
1,62,124,1.651851851851854
1,63,124,4.942532467532475
1,63,158,2.3242589231699933
1,63,191,0.29249011857707524
1,63,207,2.644018583042972
1,63,224,3.8214285714285756
